name,workload,distribution,access,lock,memory_affinity,partitions,threads,throughput
hashbrown,Read,Zipf,Crew,Shared,Local,1,2,8828525
hashbrown,Read,Zipf,Crew,Shared,Local,1,3,11061051
hashbrown,Read,Zipf,Crew,Shared,Local,1,4,11362154
hashbrown,Read,Zipf,Crew,Shared,Local,1,5,11338436
hashbrown,Read,Zipf,Crew,Shared,Local,1,6,10994558
hashbrown,Read,Zipf,Crew,Shared,Local,1,7,10917319
hashbrown,Read,Zipf,Crew,Shared,Local,1,8,10883448
hashbrown,Read,Zipf,Crew,Shared,Local,1,9,11188126
hashbrown,Read,Zipf,Crew,Shared,Local,1,10,11523177
hashbrown,Read,Zipf,Crew,Shared,Local,1,11,11617164
hashbrown,Read,Zipf,Crew,Shared,Local,1,12,11383146
hashbrown,Read,Zipf,Crew,Shared,Local,1,13,11313446
hashbrown,Read,Zipf,Crew,Shared,Local,1,14,11402381
hashbrown,Read,Zipf,Crew,Shared,Local,1,15,10715258
hashbrown,Read,Zipf,Crew,Shared,Local,1,16,11843802
hashbrown,Read,Zipf,Crew,Shared,Local,16,1,5256294
hashbrown,Read,Zipf,Crew,Shared,Local,16,2,10170694
hashbrown,Read,Zipf,Crew,Shared,Local,16,3,14565307
hashbrown,Read,Zipf,Crew,Shared,Local,16,4,18653437
hashbrown,Read,Zipf,Crew,Shared,Local,16,5,22536703
hashbrown,Read,Zipf,Crew,Shared,Local,16,6,26320634
hashbrown,Read,Zipf,Crew,Shared,Local,16,7,29902918
hashbrown,Read,Zipf,Crew,Shared,Local,16,8,33405279
hashbrown,Read,Zipf,Crew,Shared,Local,16,9,36712267
hashbrown,Read,Zipf,Crew,Shared,Local,16,10,39859910
hashbrown,Read,Zipf,Crew,Shared,Local,16,11,42704460
hashbrown,Read,Zipf,Crew,Shared,Local,16,12,45430047
hashbrown,Read,Zipf,Crew,Shared,Local,16,13,47933323
hashbrown,Read,Zipf,Crew,Shared,Local,16,14,50714569
hashbrown,Read,Zipf,Crew,Shared,Local,16,15,53207427
hashbrown,Read,Zipf,Crew,Shared,Local,16,16,55586977
hashbrown,Read,Zipf,Crew,Shared,Local,256,1,5114529
hashbrown,Read,Zipf,Crew,Shared,Local,256,2,10118359
hashbrown,Read,Zipf,Crew,Shared,Local,256,3,15104087
hashbrown,Read,Zipf,Crew,Shared,Local,256,4,20043085
hashbrown,Read,Zipf,Crew,Shared,Local,256,5,24982856
hashbrown,Read,Zipf,Crew,Shared,Local,256,6,29947812
hashbrown,Read,Zipf,Crew,Shared,Local,256,7,34832770
hashbrown,Read,Zipf,Crew,Shared,Local,256,8,39700530
hashbrown,Read,Zipf,Crew,Shared,Local,256,9,44564957
hashbrown,Read,Zipf,Crew,Shared,Local,256,10,49419630
hashbrown,Read,Zipf,Crew,Shared,Local,256,11,54276683
hashbrown,Read,Zipf,Crew,Shared,Local,256,12,59050548
hashbrown,Read,Zipf,Crew,Shared,Local,256,13,63899687
hashbrown,Read,Zipf,Crew,Shared,Local,256,14,68636367
hashbrown,Read,Zipf,Crew,Shared,Local,256,15,72441172
hashbrown,Read,Zipf,Crew,Shared,Local,256,16,77176709
hashbrown,Read,Zipf,Crew,Shared,Local,1024,1,5024199
hashbrown,Read,Zipf,Crew,Shared,Local,1024,2,9949307
hashbrown,Read,Zipf,Crew,Shared,Local,1024,3,14893006
hashbrown,Read,Zipf,Crew,Shared,Local,1024,4,19825823
hashbrown,Read,Zipf,Crew,Shared,Local,1024,5,24732500
hashbrown,Read,Zipf,Crew,Shared,Local,1024,6,29648359
hashbrown,Read,Zipf,Crew,Shared,Local,1024,7,34542349
hashbrown,Read,Zipf,Crew,Shared,Local,1024,8,39448578
hashbrown,Read,Zipf,Crew,Shared,Local,1024,9,44295761
hashbrown,Read,Zipf,Crew,Shared,Local,1024,10,49238016
hashbrown,Read,Zipf,Crew,Shared,Local,1024,11,54030247
hashbrown,Read,Zipf,Crew,Shared,Local,1024,12,58912472
hashbrown,Read,Zipf,Crew,Shared,Local,1024,13,63750559
hashbrown,Read,Zipf,Crew,Shared,Local,1024,14,68484956
hashbrown,Read,Zipf,Crew,Shared,Local,1024,15,72657969
hashbrown,Read,Zipf,Crew,Shared,Local,1024,16,77397930
hashbrown,Read,Zipf,Crew,Shared,Local,2048,1,4896528
hashbrown,Read,Zipf,Crew,Shared,Local,2048,2,9691737
hashbrown,Read,Zipf,Crew,Shared,Local,2048,3,14554393
hashbrown,Read,Zipf,Crew,Shared,Local,2048,4,19388139
hashbrown,Read,Zipf,Crew,Shared,Local,2048,5,24228131
hashbrown,Read,Zipf,Crew,Shared,Local,2048,6,29032616
hashbrown,Read,Zipf,Crew,Shared,Local,2048,7,33712835
hashbrown,Read,Zipf,Crew,Shared,Local,2048,8,38670128
hashbrown,Read,Zipf,Crew,Shared,Local,2048,9,43426443
hashbrown,Read,Zipf,Crew,Shared,Local,2048,10,48171082
hashbrown,Read,Zipf,Crew,Shared,Local,2048,11,52958707
hashbrown,Read,Zipf,Crew,Shared,Local,2048,12,57651628
hashbrown,Read,Zipf,Crew,Shared,Local,2048,13,62473116
hashbrown,Read,Zipf,Crew,Shared,Local,2048,14,67206199
hashbrown,Read,Zipf,Crew,Shared,Local,2048,15,71845005
hashbrown,Read,Zipf,Crew,Shared,Local,2048,16,76576056
hashbrown,Read,Zipf,Crew,Shared,Local,4096,1,4769504
hashbrown,Read,Zipf,Crew,Shared,Local,4096,2,9366725
hashbrown,Read,Zipf,Crew,Shared,Local,4096,3,14033667
hashbrown,Read,Zipf,Crew,Shared,Local,4096,4,18768960
hashbrown,Read,Zipf,Crew,Shared,Local,4096,5,23477904
hashbrown,Read,Zipf,Crew,Shared,Local,4096,6,28130874
hashbrown,Read,Zipf,Crew,Shared,Local,4096,7,32792762
hashbrown,Read,Zipf,Crew,Shared,Local,4096,8,37671006
hashbrown,Read,Zipf,Crew,Shared,Local,4096,9,42261047
hashbrown,Read,Zipf,Crew,Shared,Local,4096,10,46957917
hashbrown,Read,Zipf,Crew,Shared,Local,4096,11,51614313
hashbrown,Read,Zipf,Crew,Shared,Local,4096,12,56256656
hashbrown,Read,Zipf,Crew,Shared,Local,4096,13,60682947
hashbrown,Read,Zipf,Crew,Shared,Local,4096,14,65469173
hashbrown,Read,Zipf,Crew,Shared,Local,4096,15,70108034
hashbrown,Read,Zipf,Crew,Shared,Local,4096,16,74709744
hashbrown,Read,Zipf,Crew,Shared,Local,8192,1,4631461
hashbrown,Read,Zipf,Crew,Shared,Local,8192,2,9113770
hashbrown,Read,Zipf,Crew,Shared,Local,8192,3,13632237
hashbrown,Read,Zipf,Crew,Shared,Local,8192,4,18180163
hashbrown,Read,Zipf,Crew,Shared,Local,8192,5,22714670
hashbrown,Read,Zipf,Crew,Shared,Local,8192,6,27279833
hashbrown,Read,Zipf,Crew,Shared,Local,8192,7,31921880
hashbrown,Read,Zipf,Crew,Shared,Local,8192,8,36477055
hashbrown,Read,Zipf,Crew,Shared,Local,8192,9,40916349
hashbrown,Read,Zipf,Crew,Shared,Local,8192,10,45420947
hashbrown,Read,Zipf,Crew,Shared,Local,8192,11,49999928
hashbrown,Read,Zipf,Crew,Shared,Local,8192,12,54529581
hashbrown,Read,Zipf,Crew,Shared,Local,8192,13,59053102
hashbrown,Read,Zipf,Crew,Shared,Local,8192,14,63581379
hashbrown,Read,Zipf,Crew,Shared,Local,8192,15,68085212
hashbrown,Read,Zipf,Crew,Shared,Local,8192,16,72590802
hashbrown,Read,Zipf,Crew,Shared,Local,16384,1,4483404
hashbrown,Read,Zipf,Crew,Shared,Local,16384,2,8910584
hashbrown,Read,Zipf,Crew,Shared,Local,16384,3,13336267
hashbrown,Read,Zipf,Crew,Shared,Local,16384,4,17772530
hashbrown,Read,Zipf,Crew,Shared,Local,16384,5,22151075
hashbrown,Read,Zipf,Crew,Shared,Local,16384,6,26598868
hashbrown,Read,Zipf,Crew,Shared,Local,16384,7,31025923
hashbrown,Read,Zipf,Crew,Shared,Local,16384,8,35484372
hashbrown,Read,Zipf,Crew,Shared,Local,16384,9,39865237
hashbrown,Read,Zipf,Crew,Shared,Local,16384,10,44275654
hashbrown,Read,Zipf,Crew,Shared,Local,16384,11,48709763
hashbrown,Read,Zipf,Crew,Shared,Local,16384,12,53105634
hashbrown,Read,Zipf,Crew,Shared,Local,16384,13,57517071
hashbrown,Read,Zipf,Crew,Shared,Local,16384,14,61936584
hashbrown,Read,Zipf,Crew,Shared,Local,16384,15,66307983
hashbrown,Read,Zipf,Crew,Shared,Local,16384,16,70688008
