name,workload,distribution,access,lock,memory_affinity,partitions,threads,throughput
hashbrown,Read,Uniform,Erew,Sharded,Remote,8,8,36133702
hashbrown,Read,Uniform,Erew,Sharded,Remote,9,9,42133391
hashbrown,Read,Uniform,Erew,Sharded,Remote,10,10,48251441
hashbrown,Read,Uniform,Erew,Sharded,Remote,11,11,52691325
hashbrown,Read,Uniform,Erew,Sharded,Remote,12,12,56965073
hashbrown,Read,Uniform,Erew,Sharded,Remote,13,13,60990165
hashbrown,Read,Uniform,Erew,Sharded,Remote,14,14,64491425
hashbrown,Read,Uniform,Erew,Sharded,Remote,15,15,68760934
hashbrown,Read,Uniform,Erew,Sharded,Remote,16,16,72485088
hashbrown,Read,Uniform,Erew,Shared,Remote,1,1,4284693
hashbrown,Read,Uniform,Erew,Shared,Remote,2,2,8495343
hashbrown,Read,Uniform,Erew,Shared,Remote,3,3,13257965
hashbrown,Read,Uniform,Erew,Shared,Remote,4,4,16987518
hashbrown,Read,Uniform,Erew,Shared,Remote,5,5,22606904
hashbrown,Read,Uniform,Erew,Shared,Remote,6,6,26663864
hashbrown,Read,Uniform,Erew,Shared,Remote,7,7,21263507
hashbrown,Read,Uniform,Erew,Shared,Remote,8,8,25523270
hashbrown,Read,Uniform,Erew,Shared,Remote,9,9,40551029
hashbrown,Read,Uniform,Erew,Shared,Remote,10,10,38167320
hashbrown,Read,Uniform,Erew,Shared,Remote,11,11,41197363
hashbrown,Read,Uniform,Erew,Shared,Remote,12,12,53102261
hashbrown,Read,Uniform,Erew,Shared,Remote,13,13,57615614
hashbrown,Read,Uniform,Erew,Shared,Remote,14,14,43143301
hashbrown,Read,Uniform,Erew,Shared,Remote,15,15,50903038
hashbrown,Read,Uniform,Erew,Shared,Remote,16,16,53239373
hashbrown,Read,Uniform,Crew,Shared,Local,1024,1,5464546
hashbrown,Read,Uniform,Crew,Shared,Local,1024,2,10800039
hashbrown,Read,Uniform,Crew,Shared,Local,1024,3,16140740
hashbrown,Read,Uniform,Crew,Shared,Local,1024,4,21452119
hashbrown,Read,Uniform,Crew,Shared,Local,1024,5,26741644
hashbrown,Read,Uniform,Crew,Shared,Local,1024,6,32031696
hashbrown,Read,Uniform,Crew,Shared,Local,1024,7,37282196
hashbrown,Read,Uniform,Crew,Shared,Local,1024,8,42533222
hashbrown,Read,Uniform,Crew,Shared,Local,1024,9,47764712
hashbrown,Read,Uniform,Crew,Shared,Local,1024,10,52929914
hashbrown,Read,Uniform,Crew,Shared,Local,1024,11,58139003
hashbrown,Read,Uniform,Crew,Shared,Local,1024,12,63326137
hashbrown,Read,Uniform,Crew,Shared,Local,1024,13,68490806
hashbrown,Read,Uniform,Crew,Shared,Local,1024,14,73719538
hashbrown,Read,Uniform,Crew,Shared,Local,1024,15,78859131
hashbrown,Read,Uniform,Crew,Shared,Local,1024,16,83971869
hashbrown,Read,Uniform,Crew,Shared,Remote,1024,1,4028867
hashbrown,Read,Uniform,Crew,Shared,Remote,1024,2,7812954
hashbrown,Read,Uniform,Crew,Shared,Remote,1024,3,11645339
hashbrown,Read,Uniform,Crew,Shared,Remote,1024,4,15456954
hashbrown,Read,Uniform,Crew,Shared,Remote,1024,5,19245600
hashbrown,Read,Uniform,Crew,Shared,Remote,1024,6,23036917
hashbrown,Read,Uniform,Crew,Shared,Remote,1024,7,26805528
hashbrown,Read,Uniform,Crew,Shared,Remote,1024,8,30546376
hashbrown,Read,Uniform,Crew,Shared,Remote,1024,9,34289073
hashbrown,Read,Uniform,Crew,Shared,Remote,1024,10,38045971
hashbrown,Read,Uniform,Crew,Shared,Remote,1024,11,41801437
hashbrown,Read,Uniform,Crew,Shared,Remote,1024,12,45481958
hashbrown,Read,Uniform,Crew,Shared,Remote,1024,13,49149146
hashbrown,Read,Uniform,Crew,Shared,Remote,1024,14,52870941
hashbrown,Read,Uniform,Crew,Shared,Remote,1024,15,56541791
hashbrown,Read,Uniform,Crew,Shared,Remote,1024,16,60224507
hashbrown,Read,Zipf,Erew,Sharded,Local,1,1,5557686
hashbrown,Read,Zipf,Erew,Sharded,Local,2,2,11321471
hashbrown,Read,Zipf,Erew,Sharded,Local,3,3,17503028
hashbrown,Read,Zipf,Erew,Sharded,Local,4,4,23105580
hashbrown,Read,Zipf,Erew,Sharded,Local,5,5,29925646
hashbrown,Read,Zipf,Erew,Sharded,Local,6,6,35782258
hashbrown,Read,Zipf,Erew,Sharded,Local,7,7,41529206
hashbrown,Read,Zipf,Erew,Sharded,Local,8,8,47169447
hashbrown,Read,Zipf,Erew,Sharded,Local,9,9,52977037
hashbrown,Read,Zipf,Erew,Sharded,Local,10,10,61940356
hashbrown,Read,Zipf,Erew,Sharded,Local,11,11,68044957
hashbrown,Read,Zipf,Erew,Sharded,Local,12,12,74028251
hashbrown,Read,Zipf,Erew,Sharded,Local,13,13,79898842
hashbrown,Read,Zipf,Erew,Sharded,Local,14,14,84356041
hashbrown,Read,Zipf,Erew,Sharded,Local,15,15,76357282
hashbrown,Read,Zipf,Erew,Sharded,Local,16,16,97334749
hashbrown,Read,Zipf,Erew,Shared,Local,1,1,5332188
hashbrown,Read,Zipf,Erew,Shared,Local,2,2,10823524
hashbrown,Read,Zipf,Erew,Shared,Local,3,3,16725329
hashbrown,Read,Zipf,Erew,Shared,Local,4,4,22065351
hashbrown,Read,Zipf,Erew,Shared,Local,5,5,28587555
hashbrown,Read,Zipf,Erew,Shared,Local,6,6,28788608
hashbrown,Read,Zipf,Erew,Shared,Local,7,7,36029586
hashbrown,Read,Zipf,Erew,Shared,Local,8,8,39324752
hashbrown,Read,Zipf,Erew,Shared,Local,9,9,44139524
hashbrown,Read,Zipf,Erew,Shared,Local,10,10,50601590
hashbrown,Read,Zipf,Erew,Shared,Local,11,11,56536725
hashbrown,Read,Zipf,Erew,Shared,Local,12,12,61468498
hashbrown,Read,Zipf,Erew,Shared,Local,13,13,66540955
hashbrown,Read,Zipf,Erew,Shared,Local,14,14,69773050
hashbrown,Read,Zipf,Erew,Shared,Local,15,15,74143809
hashbrown,Read,Zipf,Erew,Shared,Local,16,16,79464459
hashbrown,Read,Zipf,Erew,Sharded,Remote,1,1,4392737
hashbrown,Read,Zipf,Erew,Sharded,Remote,2,2,8696806
hashbrown,Read,Zipf,Erew,Sharded,Remote,3,3,13261496
hashbrown,Read,Zipf,Erew,Sharded,Remote,4,4,17339530
hashbrown,Read,Zipf,Erew,Sharded,Remote,5,5,22522652
hashbrown,Read,Zipf,Erew,Sharded,Remote,6,6,26754645
hashbrown,Read,Zipf,Erew,Sharded,Remote,7,7,31008552
hashbrown,Read,Zipf,Erew,Sharded,Remote,8,8,35189732
hashbrown,Read,Zipf,Erew,Sharded,Remote,9,9,39297418
hashbrown,Read,Zipf,Erew,Sharded,Remote,10,10,46240880
hashbrown,Read,Zipf,Erew,Sharded,Remote,11,11,50492612
hashbrown,Read,Zipf,Erew,Sharded,Remote,12,12,54946700
hashbrown,Read,Zipf,Erew,Sharded,Remote,13,13,59099910
hashbrown,Read,Zipf,Erew,Sharded,Remote,14,14,63361428
hashbrown,Read,Zipf,Erew,Sharded,Remote,15,15,67576567
hashbrown,Read,Zipf,Erew,Sharded,Remote,16,16,71720409
hashbrown,Read,Zipf,Erew,Shared,Remote,1,1,4243690
hashbrown,Read,Zipf,Erew,Shared,Remote,2,2,8402655
hashbrown,Read,Zipf,Erew,Shared,Remote,3,3,12823511
hashbrown,Read,Zipf,Erew,Shared,Remote,4,4,16776137
hashbrown,Read,Zipf,Erew,Shared,Remote,5,5,21780343
hashbrown,Read,Zipf,Erew,Shared,Remote,6,6,25908692
hashbrown,Read,Zipf,Erew,Shared,Remote,7,7,26700636
hashbrown,Read,Zipf,Erew,Shared,Remote,8,8,34008479
hashbrown,Read,Zipf,Erew,Shared,Remote,9,9,33875839
hashbrown,Read,Zipf,Erew,Shared,Remote,10,10,40079813
hashbrown,Read,Zipf,Erew,Shared,Remote,11,11,44001778
hashbrown,Read,Zipf,Erew,Shared,Remote,12,12,52878021
hashbrown,Read,Zipf,Erew,Shared,Remote,13,13,57173188
hashbrown,Read,Zipf,Erew,Shared,Remote,14,14,55352445
hashbrown,Read,Zipf,Erew,Shared,Remote,15,15,59141317
hashbrown,Read,Zipf,Erew,Shared,Remote,16,16,62873055
hashbrown,Read,Zipf,Crew,Shared,Local,1024,1,6361187
hashbrown,Read,Zipf,Crew,Shared,Local,1024,2,11560812
hashbrown,Read,Zipf,Crew,Shared,Local,1024,3,15424182
hashbrown,Read,Zipf,Crew,Shared,Local,1024,4,17833869
hashbrown,Read,Zipf,Crew,Shared,Local,1024,5,18696158
hashbrown,Read,Zipf,Crew,Shared,Local,1024,6,18975633
hashbrown,Read,Zipf,Crew,Shared,Local,1024,7,19189094
hashbrown,Read,Zipf,Crew,Shared,Local,1024,8,19125640
hashbrown,Read,Zipf,Crew,Shared,Local,1024,9,19084625
hashbrown,Read,Zipf,Crew,Shared,Local,1024,10,18337948
hashbrown,Read,Zipf,Crew,Shared,Local,1024,11,18442465
hashbrown,Read,Zipf,Crew,Shared,Local,1024,12,18790145
hashbrown,Read,Zipf,Crew,Shared,Local,1024,13,18726557
hashbrown,Read,Zipf,Crew,Shared,Local,1024,14,18655158
hashbrown,Read,Zipf,Crew,Shared,Local,1024,15,18674875
hashbrown,Read,Zipf,Crew,Shared,Local,1024,16,19391294
hashbrown,Read,Zipf,Crew,Shared,Remote,1024,1,5240538
hashbrown,Read,Zipf,Crew,Shared,Remote,1024,2,9697463
hashbrown,Read,Zipf,Crew,Shared,Remote,1024,3,13373122
hashbrown,Read,Zipf,Crew,Shared,Remote,1024,4,16177174
hashbrown,Read,Zipf,Crew,Shared,Remote,1024,5,17533998
hashbrown,Read,Zipf,Crew,Shared,Remote,1024,6,18289499
hashbrown,Read,Zipf,Crew,Shared,Remote,1024,7,18488530
hashbrown,Read,Zipf,Crew,Shared,Remote,1024,8,18399352
hashbrown,Read,Zipf,Crew,Shared,Remote,1024,9,18156344
hashbrown,Read,Zipf,Crew,Shared,Remote,1024,10,19088787
hashbrown,Read,Zipf,Crew,Shared,Remote,1024,11,18879893
hashbrown,Read,Zipf,Crew,Shared,Remote,1024,12,19143713
hashbrown,Read,Zipf,Crew,Shared,Remote,1024,13,19091909
hashbrown,Read,Zipf,Crew,Shared,Remote,1024,14,18651943
hashbrown,Read,Zipf,Crew,Shared,Remote,1024,15,18559345
hashbrown,Read,Zipf,Crew,Shared,Remote,1024,16,18802208
hashbrown,Write,Uniform,Erew,Sharded,Local,1,1,3925706
hashbrown,Write,Uniform,Erew,Sharded,Local,2,2,8138337
hashbrown,Write,Uniform,Erew,Sharded,Local,3,3,13289804
hashbrown,Write,Uniform,Erew,Sharded,Local,4,4,17228983
hashbrown,Write,Uniform,Erew,Sharded,Local,5,5,24516048
hashbrown,Write,Uniform,Erew,Sharded,Local,6,6,28871992
hashbrown,Write,Uniform,Erew,Sharded,Local,7,7,33132648
hashbrown,Write,Uniform,Erew,Sharded,Local,8,8,37296051
hashbrown,Write,Uniform,Erew,Sharded,Local,9,9,42687937
hashbrown,Write,Uniform,Erew,Sharded,Local,10,10,55215621
hashbrown,Write,Uniform,Erew,Sharded,Local,11,11,60125488
hashbrown,Write,Uniform,Erew,Sharded,Local,12,12,64871489
hashbrown,Write,Uniform,Erew,Sharded,Local,13,13,69398496
hashbrown,Write,Uniform,Erew,Sharded,Local,14,14,73924948
hashbrown,Write,Uniform,Erew,Sharded,Local,15,15,78304162
hashbrown,Write,Uniform,Erew,Sharded,Local,16,16,82590274
hashbrown,Write,Uniform,Erew,Shared,Local,1,1,4016127
hashbrown,Write,Uniform,Erew,Shared,Local,2,2,8315820
hashbrown,Write,Uniform,Erew,Shared,Local,3,3,12794404
hashbrown,Write,Uniform,Erew,Shared,Local,4,4,14762580
hashbrown,Write,Uniform,Erew,Shared,Local,5,5,22814253
hashbrown,Write,Uniform,Erew,Shared,Local,6,6,27051637
hashbrown,Write,Uniform,Erew,Shared,Local,7,7,31994153
hashbrown,Write,Uniform,Erew,Shared,Local,8,8,36166091
hashbrown,Write,Uniform,Erew,Shared,Local,9,9,39579074
hashbrown,Write,Uniform,Erew,Shared,Local,10,10,51376002
hashbrown,Write,Uniform,Erew,Shared,Local,11,11,55853832
hashbrown,Write,Uniform,Erew,Shared,Local,12,12,60418611
hashbrown,Write,Uniform,Erew,Shared,Local,13,13,64861685
hashbrown,Write,Uniform,Erew,Shared,Local,14,14,58782670
hashbrown,Write,Uniform,Erew,Shared,Local,15,15,62361022
hashbrown,Write,Uniform,Erew,Shared,Local,16,16,65662883
hashbrown,Write,Uniform,Erew,Sharded,Remote,1,1,2766917
hashbrown,Write,Uniform,Erew,Sharded,Remote,2,2,5690238
hashbrown,Write,Uniform,Erew,Sharded,Remote,3,3,9156354
hashbrown,Write,Uniform,Erew,Sharded,Remote,4,4,11895914
hashbrown,Write,Uniform,Erew,Sharded,Remote,5,5,16789549
hashbrown,Write,Uniform,Erew,Sharded,Remote,6,6,19800456
hashbrown,Write,Uniform,Erew,Sharded,Remote,7,7,22728628
hashbrown,Write,Uniform,Erew,Sharded,Remote,8,8,25623964
hashbrown,Write,Uniform,Erew,Sharded,Remote,9,9,29029413
hashbrown,Write,Uniform,Erew,Sharded,Remote,10,10,37824227
hashbrown,Write,Uniform,Erew,Sharded,Remote,11,11,41214467
hashbrown,Write,Uniform,Erew,Sharded,Remote,12,12,44477189
hashbrown,Write,Uniform,Erew,Sharded,Remote,13,13,47686220
hashbrown,Write,Uniform,Erew,Sharded,Remote,14,14,50778495
hashbrown,Write,Uniform,Erew,Sharded,Remote,15,15,53803272
hashbrown,Write,Uniform,Erew,Sharded,Remote,16,16,56749249
hashbrown,Write,Uniform,Erew,Shared,Remote,1,1,2901719
hashbrown,Write,Uniform,Erew,Shared,Remote,2,2,5951955
hashbrown,Write,Uniform,Erew,Shared,Remote,3,3,9107819
hashbrown,Write,Uniform,Erew,Shared,Remote,4,4,10566198
hashbrown,Write,Uniform,Erew,Shared,Remote,5,5,16240702
hashbrown,Write,Uniform,Erew,Shared,Remote,6,6,19391276
hashbrown,Write,Uniform,Erew,Shared,Remote,7,7,22617362
hashbrown,Write,Uniform,Erew,Shared,Remote,8,8,25762306
hashbrown,Write,Uniform,Erew,Shared,Remote,9,9,27742931
hashbrown,Write,Uniform,Erew,Shared,Remote,10,10,36335737
hashbrown,Write,Uniform,Erew,Shared,Remote,11,11,39750040
hashbrown,Write,Uniform,Erew,Shared,Remote,12,12,37025944
hashbrown,Write,Uniform,Erew,Shared,Remote,13,13,39419164
hashbrown,Write,Uniform,Erew,Shared,Remote,14,14,42070969
hashbrown,Write,Uniform,Erew,Shared,Remote,15,15,40416566
hashbrown,Write,Uniform,Erew,Shared,Remote,16,16,47065800
hashbrown,Write,Uniform,Crew,Shared,Local,1024,1,3871898
hashbrown,Write,Uniform,Crew,Shared,Local,1024,2,7751181
hashbrown,Write,Uniform,Crew,Shared,Local,1024,3,11593516
hashbrown,Write,Uniform,Crew,Shared,Local,1024,4,15452647
hashbrown,Write,Uniform,Crew,Shared,Local,1024,5,19290446
hashbrown,Write,Uniform,Crew,Shared,Local,1024,6,23189914
hashbrown,Write,Uniform,Crew,Shared,Local,1024,7,26931079
hashbrown,Write,Uniform,Crew,Shared,Local,1024,8,30678288
hashbrown,Write,Uniform,Crew,Shared,Local,1024,9,34427798
hashbrown,Write,Uniform,Crew,Shared,Local,1024,10,38259271
hashbrown,Write,Uniform,Crew,Shared,Local,1024,11,41973987
hashbrown,Write,Uniform,Crew,Shared,Local,1024,12,45722587
hashbrown,Write,Uniform,Crew,Shared,Local,1024,13,49436536
hashbrown,Write,Uniform,Crew,Shared,Local,1024,14,53121712
hashbrown,Write,Uniform,Crew,Shared,Local,1024,15,56799158
hashbrown,Write,Uniform,Crew,Shared,Local,1024,16,60445355
hashbrown,Write,Uniform,Crew,Shared,Remote,1024,1,2798880
hashbrown,Write,Uniform,Crew,Shared,Remote,1024,2,5532106
hashbrown,Write,Uniform,Crew,Shared,Remote,1024,3,8265468
hashbrown,Write,Uniform,Crew,Shared,Remote,1024,4,10973906
hashbrown,Write,Uniform,Crew,Shared,Remote,1024,5,13677398
hashbrown,Write,Uniform,Crew,Shared,Remote,1024,6,16345707
hashbrown,Write,Uniform,Crew,Shared,Remote,1024,7,18944387
hashbrown,Write,Uniform,Crew,Shared,Remote,1024,8,21663706
hashbrown,Write,Uniform,Crew,Shared,Remote,1024,9,24307635
hashbrown,Write,Uniform,Crew,Shared,Remote,1024,10,26829912
hashbrown,Write,Uniform,Crew,Shared,Remote,1024,11,29529531
hashbrown,Write,Uniform,Crew,Shared,Remote,1024,12,32160409
hashbrown,Write,Uniform,Crew,Shared,Remote,1024,13,34668649
hashbrown,Write,Uniform,Crew,Shared,Remote,1024,14,37381380
hashbrown,Write,Uniform,Crew,Shared,Remote,1024,15,39907590
hashbrown,Write,Uniform,Crew,Shared,Remote,1024,16,42517406
hashbrown,Write,Zipf,Erew,Sharded,Local,1,1,5531858
hashbrown,Write,Zipf,Erew,Sharded,Local,2,2,11253206
hashbrown,Write,Zipf,Erew,Sharded,Local,3,3,17393162
hashbrown,Write,Zipf,Erew,Sharded,Local,4,4,22946794
hashbrown,Write,Zipf,Erew,Sharded,Local,5,5,29786270
hashbrown,Write,Zipf,Erew,Sharded,Local,6,6,35559634
hashbrown,Write,Zipf,Erew,Sharded,Local,7,7,41230389
hashbrown,Write,Zipf,Erew,Sharded,Local,8,8,46770358
hashbrown,Write,Zipf,Erew,Sharded,Local,9,9,52302755
hashbrown,Write,Zipf,Erew,Sharded,Local,10,10,61671683
hashbrown,Write,Zipf,Erew,Sharded,Local,11,11,67396057
hashbrown,Write,Zipf,Erew,Sharded,Local,12,12,73313815
hashbrown,Write,Zipf,Erew,Sharded,Local,13,13,78975812
hashbrown,Write,Zipf,Erew,Sharded,Local,14,14,84852088
hashbrown,Write,Zipf,Erew,Sharded,Local,15,15,90516757
hashbrown,Write,Zipf,Erew,Sharded,Local,16,16,95966079
hashbrown,Write,Zipf,Erew,Shared,Local,1,1,4300476
hashbrown,Write,Zipf,Erew,Shared,Local,2,2,10389919
hashbrown,Write,Zipf,Erew,Shared,Local,3,3,15932452
hashbrown,Write,Zipf,Erew,Shared,Local,4,4,18182467
hashbrown,Write,Zipf,Erew,Shared,Local,5,5,23196156
hashbrown,Write,Zipf,Erew,Shared,Local,6,6,32478298
hashbrown,Write,Zipf,Erew,Shared,Local,7,7,32385922
hashbrown,Write,Zipf,Erew,Shared,Local,8,8,43041987
hashbrown,Write,Zipf,Erew,Shared,Local,9,9,48026609
hashbrown,Write,Zipf,Erew,Shared,Local,10,10,56437033
hashbrown,Write,Zipf,Erew,Shared,Local,11,11,61710808
hashbrown,Write,Zipf,Erew,Shared,Local,12,12,66922724
hashbrown,Write,Zipf,Erew,Shared,Local,13,13,63209908
hashbrown,Write,Zipf,Erew,Shared,Local,14,14,68118399
hashbrown,Write,Zipf,Erew,Shared,Local,15,15,72766937
hashbrown,Write,Zipf,Erew,Shared,Local,16,16,77493745
hashbrown,Write,Zipf,Erew,Sharded,Remote,1,1,4434159
hashbrown,Write,Zipf,Erew,Sharded,Remote,2,2,8793702
hashbrown,Write,Zipf,Erew,Sharded,Remote,3,3,13456891
hashbrown,Write,Zipf,Erew,Sharded,Remote,4,4,17631802
hashbrown,Write,Zipf,Erew,Sharded,Remote,5,5,22944194
hashbrown,Write,Zipf,Erew,Sharded,Remote,6,6,27323015
hashbrown,Write,Zipf,Erew,Sharded,Remote,7,7,31559706
hashbrown,Write,Zipf,Erew,Sharded,Remote,8,8,35772712
hashbrown,Write,Zipf,Erew,Sharded,Remote,9,9,39985687
hashbrown,Write,Zipf,Erew,Sharded,Remote,10,10,47127613
hashbrown,Write,Zipf,Erew,Sharded,Remote,11,11,51543947
hashbrown,Write,Zipf,Erew,Sharded,Remote,12,12,55975441
hashbrown,Write,Zipf,Erew,Sharded,Remote,13,13,60221560
hashbrown,Write,Zipf,Erew,Sharded,Remote,14,14,64551536
hashbrown,Write,Zipf,Erew,Sharded,Remote,15,15,68559319
hashbrown,Write,Zipf,Erew,Sharded,Remote,16,16,72836845
hashbrown,Write,Zipf,Erew,Shared,Remote,1,1,3585388
hashbrown,Write,Zipf,Erew,Shared,Remote,2,2,8277307
hashbrown,Write,Zipf,Erew,Shared,Remote,3,3,12599438
hashbrown,Write,Zipf,Erew,Shared,Remote,4,4,14771514
hashbrown,Write,Zipf,Erew,Shared,Remote,5,5,18957406
hashbrown,Write,Zipf,Erew,Shared,Remote,6,6,22627700
hashbrown,Write,Zipf,Erew,Shared,Remote,7,7,26582903
hashbrown,Write,Zipf,Erew,Shared,Remote,8,8,29966554
hashbrown,Write,Zipf,Erew,Shared,Remote,9,9,37534986
hashbrown,Write,Zipf,Erew,Shared,Remote,10,10,44148101
hashbrown,Write,Zipf,Erew,Shared,Remote,11,11,43307957
hashbrown,Write,Zipf,Erew,Shared,Remote,12,12,47390316
hashbrown,Write,Zipf,Erew,Shared,Remote,13,13,51226545
hashbrown,Write,Zipf,Erew,Shared,Remote,14,14,54992921
hashbrown,Write,Zipf,Erew,Shared,Remote,15,15,58596039
hashbrown,Write,Zipf,Erew,Shared,Remote,16,16,61985279
hashbrown,Write,Zipf,Crew,Shared,Local,1024,1,6127958
hashbrown,Write,Zipf,Crew,Shared,Local,1024,2,9138393
hashbrown,Write,Zipf,Crew,Shared,Local,1024,3,9775950
hashbrown,Write,Zipf,Crew,Shared,Local,1024,4,8257815
hashbrown,Write,Zipf,Crew,Shared,Local,1024,5,6905639
hashbrown,Write,Zipf,Crew,Shared,Local,1024,6,5834180
hashbrown,Write,Zipf,Crew,Shared,Local,1024,7,4742370
hashbrown,Write,Zipf,Crew,Shared,Local,1024,8,4145465
hashbrown,Write,Zipf,Crew,Shared,Local,1024,9,3721028
hashbrown,Write,Zipf,Crew,Shared,Local,1024,10,3379206
hashbrown,Write,Zipf,Crew,Shared,Local,1024,11,3143021
hashbrown,Write,Zipf,Crew,Shared,Local,1024,12,2834257
hashbrown,Write,Zipf,Crew,Shared,Local,1024,13,2636915
hashbrown,Write,Zipf,Crew,Shared,Local,1024,14,2414922
hashbrown,Write,Zipf,Crew,Shared,Local,1024,15,2266042
hashbrown,Write,Zipf,Crew,Shared,Local,1024,16,1977047
hashbrown,Write,Zipf,Crew,Shared,Remote,1024,1,5118133
hashbrown,Write,Zipf,Crew,Shared,Remote,1024,2,8151575
hashbrown,Write,Zipf,Crew,Shared,Remote,1024,3,9400064
hashbrown,Write,Zipf,Crew,Shared,Remote,1024,4,8478227
hashbrown,Write,Zipf,Crew,Shared,Remote,1024,5,7229824
hashbrown,Write,Zipf,Crew,Shared,Remote,1024,6,6047749
hashbrown,Write,Zipf,Crew,Shared,Remote,1024,7,4878661
hashbrown,Write,Zipf,Crew,Shared,Remote,1024,8,4193570
hashbrown,Write,Zipf,Crew,Shared,Remote,1024,9,3759355
hashbrown,Write,Zipf,Crew,Shared,Remote,1024,10,3408917
hashbrown,Write,Zipf,Crew,Shared,Remote,1024,11,3095055
hashbrown,Write,Zipf,Crew,Shared,Remote,1024,12,2881574
hashbrown,Write,Zipf,Crew,Shared,Remote,1024,13,2682431
hashbrown,Write,Zipf,Crew,Shared,Remote,1024,14,2367018
hashbrown,Write,Zipf,Crew,Shared,Remote,1024,15,2269417
hashbrown,Write,Zipf,Crew,Shared,Remote,1024,16,2073629
hashbrown,YcsbA,Uniform,Erew,Sharded,Local,1,1,5110341
hashbrown,YcsbA,Uniform,Erew,Sharded,Local,2,2,10505109
hashbrown,YcsbA,Uniform,Erew,Sharded,Local,3,3,16769532
hashbrown,YcsbA,Uniform,Erew,Sharded,Local,4,4,21592767
hashbrown,YcsbA,Uniform,Erew,Sharded,Local,5,5,29466172
hashbrown,YcsbA,Uniform,Erew,Sharded,Local,6,6,34828295
hashbrown,YcsbA,Uniform,Erew,Sharded,Local,7,7,39830650
hashbrown,YcsbA,Uniform,Erew,Sharded,Local,8,8,44701001
hashbrown,YcsbA,Uniform,Erew,Sharded,Local,9,9,52096342
hashbrown,YcsbA,Uniform,Erew,Sharded,Local,10,10,62519685
hashbrown,YcsbA,Uniform,Erew,Sharded,Local,11,11,68256952
hashbrown,YcsbA,Uniform,Erew,Sharded,Local,12,12,73647894
hashbrown,YcsbA,Uniform,Erew,Sharded,Local,13,13,78832275
hashbrown,YcsbA,Uniform,Erew,Sharded,Local,14,14,83746645
hashbrown,YcsbA,Uniform,Erew,Sharded,Local,15,15,88705399
hashbrown,YcsbA,Uniform,Erew,Sharded,Local,16,16,93416318
hashbrown,YcsbA,Uniform,Erew,Shared,Local,1,1,4903147
hashbrown,YcsbA,Uniform,Erew,Shared,Local,2,2,10111747
hashbrown,YcsbA,Uniform,Erew,Shared,Local,3,3,15767214
hashbrown,YcsbA,Uniform,Erew,Shared,Local,4,4,18935855
hashbrown,YcsbA,Uniform,Erew,Shared,Local,5,5,27959644
hashbrown,YcsbA,Uniform,Erew,Shared,Local,6,6,32262420
